source_concept_code,source_concept_id,source_vocabulary_id,source_domain,source_concept_class_id,source_description,source_description_synonym,relationship_id,predicate_id,confidence,target_concept_id,target_concept_name,target_vocabulary_id,target_domain_id,mapping_justification,mapping_tool,author_label,review_date,reviewer_name,reviewer_specialty,status,valid_start_date,valid_end_date,source_frequency
87098786^PW,,EU1_Meds_OrdSyn,,,d00554^66993-0039-01^1087965,,Maps to,exactMatch,1.0,40236088,hydroxyprogesterone caproate (USP) 250 MG/ML Injectable Solution,RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
88751939,,EU1_Meds_OrdSyn,,,alli 60 mg oral capsule,,Maps to,exactMatch,1.0,741576,orlistat 60 MG Oral Capsule [Alli],RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
88753055,,EU1_Meds_OrdSyn,,,Westhroid 32.5 mg oral tablet,,Maps to,exactMatch,1.0,40234859,thyroid (USP) 32.5 MG Oral Tablet [Westhroid],RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
9018901335^PW,,EU1_Meds_OrdSyn,,,d03752^68992-3040-03^1664434,,Maps to,exactMatch,1.0,46287719,24 HR tacrolimus 4 MG Extended Release Oral Tablet [Envarsus],RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
9432464,,EU1_Meds_OrdSyn,,,"Nifediac CC 30 mg oral tablet, extended release",,Maps to,exactMatch,1.0,40167801,24 HR nifedipine 30 MG Extended Release Oral Tablet [Nifediac],RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
9433027,,EU1_Meds_OrdSyn,,,"Deconex oral tablet, extended release",,Maps to,exactMatch,1.0,19122278,guaifenesin 900 MG / phenylephrine hydrochloride 30 MG Extended Release Oral Tablet [Deconex],RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
10012171199^PW,,EU1_Meds_OrdSyn,,,d08419^63824-0594-24^Not Recorded,,Maps to,exactMatch,1.0,46275457,{8 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / doxylamine succinate 6.25 MG / phenylephrine hydrochloride 5 MG Oral Capsule) / 16 (acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG / phenylephrine hydroch...,RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
10012171289^PW,,EU1_Meds_OrdSyn,,,d04283^46122-0338-02^1797933,,Maps to,exactMatch,1.0,36250141,fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray,RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
10417267691^PW,,EU1_Meds_OrdSyn,,,d08442^69516-0005-30^1798370,,Maps to,exactMatch,1.0,36249107,obeticholic acid 5 MG Oral Tablet [Ocaliva],RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
10504594^PW,,EU1_Meds_OrdSyn,,,d01279^63736-0247-91^33199,,Maps to,exactMatch,1.0,19129464,permethrin 10 MG/ML Medicated Shampoo [Nix Cream Rinse],RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
10547291057^PW,,EU1_Meds_OrdSyn,,,d00762^90011-0070-01^429042,,Maps to,exactMatch,1.0,19106586,acetylcysteine 600 MG Oral Tablet,RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
10607833931^PW,,EU1_Meds_OrdSyn,,,d04375^50742-0657-28^1550965,,Maps to,exactMatch,1.0,42902239,{28 (estradiol 1 MG / norethindrone acetate 0.5 MG Oral Tablet) } Pack,RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
108201398,,EU1_Meds_OrdSyn,,,Selzentry 300 mg oral tablet,,Maps to,exactMatch,1.0,19127305,maraviroc 300 MG Oral Tablet [Selzentry],RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
108202138,,EU1_Meds_OrdSyn,,,brimonidine-timolol 0.2%-0.5% ophthalmic solution,,Maps to,exactMatch,1.0,40164138,brimonidine tartrate 2 MG/ML / timolol 5 MG/ML Ophthalmic Solution,RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
110429830^PW,,EU1_Meds_OrdSyn,,,d04040^54569-4938-00^87636,,Maps to,exactMatch,1.0,40223816,fexofenadine hydrochloride 180 MG Oral Tablet [Allegra],RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
110430248^PW,,EU1_Meds_OrdSyn,,,d03182^13913-0006-16^1115016,,Maps to,exactMatch,1.0,40241452,{9 (Once-Daily gabapentin 300 MG Oral Tablet [Gralise]) / 69 (Once-Daily gabapentin 600 MG Oral Tablet [Gralise]) } Pack [Gralise Starter Pack],RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
1146729335,,EU1_Meds_OrdSyn,,,Xarelto Starter Pack 15 mg-20 mg oral kit,,Maps to,exactMatch,1.0,40241331,rivaroxaban,RxNorm,Drug,Round 2 Mapping,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
11820352733^PW,,EU1_Meds_OrdSyn,,,d00255^00054-3387-50^897658,,Maps to,exactMatch,1.0,40173073,hydromorphone hydrochloride 1 MG/ML Oral Solution,RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
124373947,,EU1_Meds_OrdSyn,,,Renvela 800 mg oral tablet,,Maps to,exactMatch,1.0,19127954,sevelamer carbonate 800 MG Oral Tablet [Renvela],RxNorm,Drug,Round 1 Mapping,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
13009247^PW,,EU1_Meds_OrdSyn,,,d03825^59630-0503-10^763589,,Maps to,exactMatch,1.0,1319979,24 HR nisoldipine 34 MG Extended Release Oral Tablet [Sular],RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
13009467^PW,,EU1_Meds_OrdSyn,,,d01013^55966-0104-36^36387,,Maps to,exactMatch,1.0,19023193,"sennosides, USP 15 MG Oral Tablet",RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
13103823241^PW,,EU1_Meds_OrdSyn,,,d08170^57962-0420-28^2000027,,Maps to,exactMatch,1.0,964078,ibrutinib 420 MG Oral Tablet [Imbruvica],RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
13193559125^PW,,EU1_Meds_OrdSyn,,,d00413^31604-0027-18^11248,,Maps to,exactMatch,1.0,42708327,vitamin B12 2.5 MG Oral Tablet,RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
13489889249^PW,,EU1_Meds_OrdSyn,,,d08433^63090-0340-30^2049278,,Maps to,exactMatch,1.0,1559979,pimavanserin 34 MG Oral Capsule [Nuplazid],RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
1385568911,,EU1_Meds_OrdSyn,,,Brilinta (ticagrelor) 90 mg oral tablet,,Maps to,exactMatch,1.0,40241188,ticagrelor 90 MG Oral Tablet,RxNorm,Drug,Round 1 Mapping,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
13933098481^PW,,EU1_Meds_OrdSyn,,,d07356^50458-0577-10^2059017,,Maps to,exactMatch,1.0,35200880,rivaroxaban 2.5 MG Oral Tablet [Xarelto],RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
13933098631^PW,,EU1_Meds_OrdSyn,,,d04048^24208-0537-25^1999017,,Maps to,exactMatch,1.0,963905,brimonidine tartrate 0.25 MG/ML Ophthalmic Solution [Lumify],RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
14155544089^PW,,EU1_Meds_OrdSyn,,,d04611^00378-9320-32^2110510,,Maps to,exactMatch,1.0,1366746,60 ACTUAT fluticasone propionate 0.1 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler [Wixela],RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
14468155999^PW,,EU1_Meds_OrdSyn,,,d01027^24385-0307-89^9796,,Maps to,exactMatch,1.0,967435,simethicone 125 MG Chewable Tablet,RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
1471666657,,EU1_Meds_OrdSyn,,,ct-daratum400i >>WCI,,Maps to,exactMatch,1.0,35604270,20 ML daratumumab 20 MG/ML Injection,RxNorm,Drug,Round 1 Mapping,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
147907991^PW,,EU1_Meds_OrdSyn,,,d03137^00005-5517-50^1007835,,Maps to,exactMatch,1.0,42629279,cholecalciferol 0.01 MG / tricalcium phosphate 658 MG Chewable Tablet [Caltrate Gummy Bites],RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
147908219^PW,,EU1_Meds_OrdSyn,,,d00236^51672-5306-06^1190110,,Maps to,exactMatch,1.0,40243919,fluoxetine 60 MG Oral Tablet,RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
147908669^PW,,EU1_Meds_OrdSyn,,,d03195^58980-0818-10^998525,,Maps to,exactMatch,1.0,40223945,miconazole nitrate 20 MG/ML Topical Solution,RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
1479800531^PW,,EU1_Meds_OrdSyn,,,d08270^72000-0320-10^1540863,,Maps to,exactMatch,1.0,45775871,tedizolid phosphate 200 MG Injection [Sivextro],RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
1479800671^PW,,EU1_Meds_OrdSyn,,,d03205^54569-1154-00^1540356,,Maps to,exactMatch,1.0,19078344,hydrocortisone 25 MG/ML Topical Cream,RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
1479800685^PW,,EU1_Meds_OrdSyn,,,d01265^00178-0620-02^1542377,,Maps to,exactMatch,1.0,45776263,sulfacetamide sodium 98 MG/ML Topical Lotion [Ovace],RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
14836555411^PW,,EU1_Meds_OrdSyn,,,d08513^64980-0156-03^Not Recorded,,Maps to,exactMatch,1.0,40236359,Lactobacillus acidophilus 16000000000 UNT Oral Capsule,RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
15146162515^PW,,EU1_Meds_OrdSyn,,,d08675^00310-1730-30^1989100,,Maps to,exactMatch,1.0,793002,1 ML benralizumab 30 MG/ML Prefilled Syringe [Fasenra],RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
1548913069^PW,,EU1_Meds_OrdSyn,,,d00037^16110-0501-01^359465,,Maps to,exactMatch,1.0,45776801,doxycycline hyclate 75 MG Oral Tablet [Acticlate],RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
155712396,,EU1_Meds_OrdSyn,,,Tactinal 500 mg oral tablet,,Maps to,exactMatch,1.0,1128871,acetaminophen 500 MG Oral Tablet [Tactinal],RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
155713194,,EU1_Meds_OrdSyn,,,Co-Q10 100 mg oral capsule,,Maps to,exactMatch,1.0,1351153,ubidecarenone 100 MG Oral Capsule,RxNorm,Drug,Round 2 Mapping,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
15605357657^PW,,EU1_Meds_OrdSyn,,,d09478^65597-0406-01^2267577,,Maps to,exactMatch,1.0,37498191,fam-trastuzumab deruxtecan-nxki 100 MG Injection [Enhertu],RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
1563622847,,EU1_Meds_OrdSyn,,,feiba2500u,,Maps to,exactMatch,1.0,46275899,anti-inhibitor coagulant complex 1 UNT,RxNorm,Drug,MAPPING VIA ITEM MEDICATION,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
15710858175^PW,,EU1_Meds_OrdSyn,,,d03242^00378-7285-90^214558,,Maps to,exactMatch,1.0,19128008,{7 (ethinyl estradiol 0.01 MG Oral Tablet) / 84 (ethinyl estradiol 0.03 MG / levonorgestrel 0.15 MG Oral Tablet) } Pack,RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
15710858197^PW,,EU1_Meds_OrdSyn,,,d00558^69087-0158-12^2121766,,Maps to,exactMatch,1.0,37496961,testosterone undecanoate 158 MG Oral Capsule [Jatenzo],RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
1574126241,,EU1_Meds_OrdSyn,,,diclofenac sodium 1% topical cream,,Maps to,exactMatch,1.0,40228941,diclofenac sodium 10 MG/ML Topical Cream,RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
16634839701^PW,,EU1_Meds_OrdSyn,,,d04058^11822-0543-11^1291286,,Maps to,exactMatch,1.0,42799833,melatonin 10 MG Oral Tablet,RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
169566324,,EU1_Meds_OrdSyn,,,Flagyl ivpb,,Maps to,exactMatch,1.0,1707164,metronidazole,RxNorm,Drug,Round 2 Mapping,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
16987588^PW,,EU1_Meds_OrdSyn,,,d03409^00259-0382-21^1359365,,Maps to,exactMatch,1.0,42898789,dextromethorphan hydrobromide 20 MG / guaifenesin 400 MG / pseudoephedrine hydrochloride 60 MG Oral Tablet,RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
17045325897^PW,,EU1_Meds_OrdSyn,,,d03238^00023-5862-30^2463741,,Maps to,exactMatch,1.0,40220774,{24 (ethinyl estradiol 0.02 MG / norethindrone acetate 1 MG Oral Capsule) / 4 (ferrous fumarate 75 MG Oral Capsule) } Pack [Taytulla 28 Day],RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
17045326157^PW,,EU1_Meds_OrdSyn,,,d08290^00002-2236-80^2395779,,Maps to,exactMatch,1.0,37003607,0.5 ML dulaglutide 6 MG/ML Auto-Injector [Trulicity],RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
17045327305^PW,,EU1_Meds_OrdSyn,,,d08666^00173-0893-10^1945045,,Maps to,exactMatch,1.0,37003605,30 ACTUAT fluticasone furoate 0.2 MG/ACTUAT / umeclidinium 0.0625 MG/ACTUAT / vilanterol 0.025 MG/ACTUAT Dry Powder Inhaler [Trelegy],RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
1706302173^PW,,EU1_Meds_OrdSyn,,,d03050^50428-2326-42^1534656,,Maps to,exactMatch,1.0,1107882,loratadine 10 MG Oral Tablet,RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
1715165083,,EU1_Meds_OrdSyn,,,lorazpotx,,Maps to,exactMatch,1.0,791967,lorazepam,RxNorm,Drug,Round 1 Mapping,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
177717808,,EU1_Meds_OrdSyn,,,glutamine 500 mg oral capsule,,Maps to,exactMatch,1.0,19060987,glutamine 500 MG Oral Capsule,RxNorm,Drug,MAPPING VIA ORDER SYNONYM USAGI,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
177717934,,EU1_Meds_OrdSyn,,,Veripred 20 oral liquid,,Maps to,exactMatch,1.0,1551098,prednisolone 4 MG/ML Oral Solution [Veripred],RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
177718042,,EU1_Meds_OrdSyn,,,Stalevo 75 oral tablet,,Maps to,exactMatch,1.0,19132881,carbidopa 18.75 MG / entacapone 200 MG / levodopa 75 MG Oral Tablet [Stalevo],RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
18301710311^PW,,EU1_Meds_OrdSyn,,,d09774^79802-0200-30^Not Recorded,,Maps to,exactMatch,1.0,701435,belumosudil 200 MG Oral Tablet [Rezurock],RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
186594018,,EU1_Meds_OrdSyn,,,ns pca,,Maps to,exactMatch,1.0,19079524,sodium chloride 9 MG/ML Injectable Solution,RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
197367462,,EU1_Meds_OrdSyn,,,Reprexain 10 mg-200 mg oral tablet,,Maps to,exactMatch,1.0,40164694,hydrocodone bitartrate 10 MG / ibuprofen 200 MG Oral Tablet [Reprexain],RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
197367870,,EU1_Meds_OrdSyn,,,heparin flush 10 units/mL intravenous solution,,Maps to,exactMatch,1.0,43011812,"10 ML heparin sodium, porcine 10 UNT/ML Injection [Hepflush]",RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
211646473,,EU1_Meds_OrdSyn,,,amlodipine/hydrochlorothiazide/valsartan 10 mg-25 mg-320 mg oral tablet,,Maps to,exactMatch,1.0,974860,amlodipine 10 MG / hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet,RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
211646634,,EU1_Meds_OrdSyn,,,"buPROPion hydrobromide 522 mg/24 hours oral tablet, extended release",,Maps to,exactMatch,1.0,40221881,24 HR bupropion hydrobromide 522 MG Extended Release Oral Tablet,RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
211646651,,EU1_Meds_OrdSyn,,,"Diltzac 360 mg/24 hours oral capsule, extended release",,Maps to,exactMatch,1.0,19133841,24 HR diltiazem hydrochloride 360 MG Extended Release Oral Capsule [Diltzac],RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
21485328,,EU1_Meds_OrdSyn,,,zzmecasermin rinfabate,,Maps to,exactMatch,1.0,1586449,mecasermin rinfabate,RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
21485387,,EU1_Meds_OrdSyn,,,benzoyl peroxide 5.25% topical gel,,Maps to,exactMatch,1.0,19122875,benzoyl peroxide 0.0525 MG/MG Topical Gel,RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
21485700,,EU1_Meds_OrdSyn,,,senna 17.2 mg oral tablet,,Maps to,exactMatch,1.0,19122432,"sennosides, USP 17.2 MG Oral Tablet",RxNorm,Drug,Round 1 Mapping,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
217663855,,EU1_Meds_OrdSyn,,,nn-glyco0.2i >>CLH,,Maps to,exactMatch,1.0,963359,glycopyrrolate 0.2 MG/ML Injectable Solution,RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
218012195^PW,,EU1_Meds_OrdSyn,,,d07740^00456-1100-31^1653470,,Maps to,exactMatch,1.0,40235110,{7 (vilazodone hydrochloride 10 MG Oral Tablet [Viibryd]) / 7 (vilazodone hydrochloride 20 MG Oral Tablet [Viibryd]) / 16 (vilazodone hydrochloride 40 MG Oral Tablet [Viibryd]) } Pack [Viibryd 10/20/40 30 Day Pack],RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
218012208^PW,,EU1_Meds_OrdSyn,,,d03242^00008-2533-01^1245919,,Maps to,exactMatch,1.0,19127917,{21 (ethinyl estradiol 0.03 MG / levonorgestrel 0.15 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack,RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
2193351,,EU1_Meds_OrdSyn,,,amobarbital,,Maps to,exactMatch,1.0,712757,amobarbital,RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
2193535,,EU1_Meds_OrdSyn,,,Humira,,Maps to,exactMatch,1.0,1119119,adalimumab,RxNorm,Drug,Round 2 Mapping,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
2194216,,EU1_Meds_OrdSyn,,,Albenza 200 mg oral tablet,,Maps to,exactMatch,1.0,1753748,albendazole 200 MG Oral Tablet [Albenza],RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
2194460,,EU1_Meds_OrdSyn,,,butalbital,,Maps to,exactMatch,1.0,1139699,butalbital,RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
2194506,,EU1_Meds_OrdSyn,,,Cyclocort 0.1% topical cream,,Maps to,exactMatch,1.0,19040329,amcinonide 1 MG/ML Topical Cream [Cyclocort],RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
2194668,,EU1_Meds_OrdSyn,,,aspirin-caffeine 400 mg-32 mg oral tablet,,Maps to,exactMatch,1.0,1134440,aspirin 400 MG / caffeine 32 MG Oral Tablet,RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
2194911,,EU1_Meds_OrdSyn,,,calcium carbonate,,Maps to,exactMatch,1.0,19035704,calcium carbonate,RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
2195319,,EU1_Meds_OrdSyn,,,"bacitracin/neomycin/polymyxin B/pramoxine 500 units-3.5 mg-10,000 units-10 mg/g topical ointment",,Maps to,exactMatch,1.0,42902295,bacitracin 0.5 UNT/MG / neomycin 0.0035 MG/MG / polymyxin B 10 UNT/MG / pramoxine hydrochloride 0.01 MG/MG Topical Ointment,RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
2195564,,EU1_Meds_OrdSyn,,,Buprenex 0.3 mg/mL injectable solution,,Maps to,exactMatch,1.0,19029477,1 ML buprenorphine 0.3 MG/ML Injection [Buprenex],RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
2195803,,EU1_Meds_OrdSyn,,,benzocaine-chloroxylenol 5%-0.1% topical ointment,,Maps to,exactMatch,1.0,19020985,benzocaine 0.05 MG/MG / chloroxylenol 0.001 MG/MG Topical Ointment,RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
2195998,,EU1_Meds_OrdSyn,,,"calcium carbonate-magnesium hydroxide 700 mg-300 mg oral tablet, chewable",,Maps to,exactMatch,1.0,19028769,calcium carbonate 700 MG / magnesium hydroxide 300 MG Chewable Tablet,RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
2196116,,EU1_Meds_OrdSyn,,,Precose 100 mg oral tablet,,Maps to,exactMatch,1.0,19040970,acarbose 100 MG Oral Tablet [Precose],RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
2196247,,EU1_Meds_OrdSyn,,,Lipitor 20 mg oral tablet,,Maps to,exactMatch,1.0,1545999,atorvastatin 20 MG Oral Tablet [Lipitor],RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
2196275,,EU1_Meds_OrdSyn,,,bismuth subsalicylate,,Maps to,exactMatch,1.0,937791,bismuth subsalicylate,RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
2196678,,EU1_Meds_OrdSyn,,,Dyna-Hex 2% topical liquid,,Maps to,exactMatch,1.0,19133920,chlorhexidine gluconate 20 MG/ML Medicated Liquid Soap [Dyna-Hex],RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
2196894,,EU1_Meds_OrdSyn,,,bortezomib 3.5 mg injection,,Maps to,exactMatch,1.0,19102218,bortezomib 3.5 MG Injection,RxNorm,Drug,MAPPING VIA ORDER SYNONYM USAGI,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
2198007,,EU1_Meds_OrdSyn,,,choline-dexpanthenol 25 mg-50 mg oral tablet,,Maps to,exactMatch,1.0,19075306,choline 25 MG / dexpanthenol 50 MG Oral Tablet,RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
2198092,,EU1_Meds_OrdSyn,,,"clonazePAM 1 mg oral tablet, disintegrating",,Maps to,exactMatch,1.0,798915,clonazepam 1 MG Disintegrating Oral Tablet,RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
2198561,,EU1_Meds_OrdSyn,,,codeine phosphate 30 mg oral tablet,,Maps to,exactMatch,1.0,40223099,codeine phosphate 30 MG Oral Tablet,RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
2198953,,EU1_Meds_OrdSyn,,,Rhinocort 0.032 mg/inh nasal aerosol with adapter,,Maps to,exactMatch,1.0,40163904,200 ACTUAT Budesonide 0.032 MG/ACTUAT Nasal Inhaler [Rhinocort],RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
