source_concept_code,source_description,fca_concept_id,reason,intent
304000177,"Activity (Precaution Goal 2, OT)",C0000.00,no_clinical_attributes,
304000179,"Strategies/Barriers, Auditory Comprehension Goal1, (SLP-IRF)",C0000.00,no_clinical_attributes,
304000180,Bite or Sting (Individualize),C0000.00,no_clinical_attributes,
304000181,"Independence/Accuracy (Compensatory Strategy Goal 1, SLP-IRF)",C0000.00,no_clinical_attributes,
304000182,"Independence (Self-Feeding Goal 1, OT-IRF)",C0000.00,no_clinical_attributes,
304000183,"Strategies/Barriers (Transfer Goal 3, PT-IRF)",C0000.00,no_clinical_attributes,
304000186,"Amputation, Traumatic (Individualize)",C0000.00,no_clinical_attributes,
304000188,Breastfeeding Assistance,C0000.00,no_clinical_attributes,
304000190,Self-Feeding Goal Selection (OT),C0000.00,no_clinical_attributes,
304000191,Pastoral Care/Clergy/Spiritual Advisor Name,C0000.00,no_clinical_attributes,
304000192,Syncope (Individualize),C0000.00,no_clinical_attributes,
304000195,"Restraint, Violent-Self-Destructive (Individualize)",C0000.00,no_clinical_attributes,
304000200,Life Transition/Adjustment,C0000.00,no_clinical_attributes,
304000201,"Strategies/Barriers (Direction Following Goal 2, OT-IRF)",C0000.00,no_clinical_attributes,
304000202,"Time Frame (Caregiver Training Goal 3, PT-IRF)",C0000.00,no_clinical_attributes,
304000204,Safety Awareness Goal Selection (PT-IRF),C0000.00,no_clinical_attributes,
304000206,Neurologic Emergency Management,C0000.00,no_clinical_attributes,
304000207,Hypertension (Pregnant) (Individualize),C0000.00,no_clinical_attributes,
304000209,"Progress/Outcomes (Transfer Goal 4, OT-IRF)",C0000.00,no_clinical_attributes,
304000210,Gastrointestinal Bleed Upper or Lower Management,C0000.00,no_clinical_attributes,
304000211,"Progress/Outcomes (Vocal Exercise Goal 2, SLP)",C0000.00,no_clinical_attributes,
304000212,Additional Documentation,C0000.00,no_clinical_attributes,
304000213,Throat Complaint (Individualize),C0000.00,no_clinical_attributes,
304000214,Precaution Goal (OT-IRF),C0000.00,no_clinical_attributes,
304000215,Hepatic Encephalopathy Management,C0000.00,no_clinical_attributes,
304000218,Is this of support to you and how?,C0000.00,no_clinical_attributes,
304000221,"Activity (Pharyngeal Strengthening Exercises Goal 1, SLP)",C0000.00,no_clinical_attributes,
304000222,Pacer Function,C0000.00,no_clinical_attributes,
304000223,Sexually Transmitted Infection (Individualize),C0000.00,no_clinical_attributes,
304000224,"Time Frame (Caregiver Training Goal 2, PT-IRF)",C0000.00,no_clinical_attributes,
304000225,IADL Promotion,C0000.00,no_clinical_attributes,
304000226,"Strategies/Barriers (Problem Specific Goal 2, SLP-IRF)",C0000.00,no_clinical_attributes,
304000227,"Progress/Outcomes (Safety Awareness Goal, OT-IRF)",C0000.00,no_clinical_attributes,
304000228,"Progress/Outcome (Precaution Goal 3, OT)",C0000.00,no_clinical_attributes,
304000229,"Activity/Assistive Device (Stairs Goal 1, PT-IRF)",C0000.00,no_clinical_attributes,
304000230,"Time Frame, Verbal Expression Goal 2 (IRF-SLP)",C0000.00,no_clinical_attributes,
304000231,Precaution Goal Selection (PT-IRF),C0000.00,no_clinical_attributes,
304000234,Sepsis or Septic Shock Management,C0000.00,no_clinical_attributes,
304000236,Prescriptions Provided,C0000.00,no_clinical_attributes,
304000240,Chemotherapy Environmental Safety,C0000.00,no_clinical_attributes,
304000241,"Toxicologic Emergency: Heavy Metals (Arsenic, Cadmium, Iron, Lead, Mercury, Thallium) Management",C0000.00,no_clinical_attributes,
304000242,"Time Frame (Caregiver Training Goal 1, PT-IRF)",C0000.00,no_clinical_attributes,
304000243,Time Frame (Social Interaction FIM Goal),C0000.00,no_clinical_attributes,
304000244,"Time Frame (Caregiver Training Goal 3, SLP-IRF)",C0000.00,no_clinical_attributes,
304000245,Stairs Goal (PT),C0000.00,no_clinical_attributes,
304000249,"Progress/Outcomes (Oral Motor Strengthening Exercise Goal 3, SLP)",C0000.00,no_clinical_attributes,
304000251,Lung Protection Measures,C0000.00,no_clinical_attributes,
304000252,Vocal Exercise Goal (SLP-IRF),C0000.00,no_clinical_attributes,
304000253,Precaution Goal (PT-IRF),C0000.00,no_clinical_attributes,
304000254,"Progress/Outcomes (Caregiver Training Goal 3, SLP-IRF)",C0000.00,no_clinical_attributes,
304000256,"Time Frame (Pharyngeal Strengthening Exercise Goal 2, SLP-IRF)",C0000.00,no_clinical_attributes,
304000257,Hip Injury (Individualize),C0000.00,no_clinical_attributes,
304000259,Hypoglycemia (Individualize),C0000.00,no_clinical_attributes,
304000260,"Independence Level/Cues Needed (Stairs Goal 1, PT)",C0000.00,no_clinical_attributes,
304000263,"Progress/Outcomes (ROM Goal 3, PT-IRF)",C0000.00,no_clinical_attributes,
304000265,Airway/Ventilation Management (Infant),C0000.00,no_clinical_attributes,
304000266,Problem Solving FIM Goal (SLP-IRF),C0000.00,no_clinical_attributes,
304000269,Skin Injury Management,C0000.00,no_clinical_attributes,
304000270,Hypertension Acute Management,C0000.00,no_clinical_attributes,
304000272,Altered LOC/Mental State Management,C0000.00,no_clinical_attributes,
304000273,"Progress/Outcome (Transfer Goal 1, OT)",C0000.00,no_clinical_attributes,
304000275,Thoracic Trauma Management,C0000.00,no_clinical_attributes,
304000276,"Time Frame (Safety Awareness Goal, PT-IRF)",C0000.00,no_clinical_attributes,
304000278,Stabilization Measures,C0000.00,no_clinical_attributes,
304000279,"Progress/Outcomes (Transfer Goal 2, PT-IRF)",C0000.00,no_clinical_attributes,
304000280,"Strategies/Barriers, Auditory Comprehension Goal 2, (SLP-IRF)",C0000.00,no_clinical_attributes,
304000284,Alcohol Toxicity (Individualize),C0000.00,no_clinical_attributes,
304000285,Social Interaction FIM Goal,C0000.00,no_clinical_attributes,
304000287,"Progress/Outcome (Wheelchair Locomotion Goal 2, OT)",C0000.00,no_clinical_attributes,
304000288,Infection Management,C0000.00,no_clinical_attributes,
304000291,Learning Readiness and Ability,C0000.00,no_clinical_attributes,
304000292,"Time Frame (Safety Awareness Goal 2, PT-IRF)",C0000.00,no_clinical_attributes,
304000294,Heat-Induced Illness Management,C0000.00,no_clinical_attributes,
304000295,"Progress/Outcomes (Caregiver Training Goal 1, SLP)",C0000.00,no_clinical_attributes,
304000296,Participants,C0000.00,no_clinical_attributes,
304000298,Hyperbilirubinemia (Individualize),C0000.00,no_clinical_attributes,
304000299,"Progress/Outcomes (Safety Awareness Goal 1, PT-IRF)",C0000.00,no_clinical_attributes,
304000300,Additional Documentation,C0000.00,no_clinical_attributes,
304000301,Additional Documentation,C0000.00,no_clinical_attributes,
304000302,"Progress/Outcomes (Problem Solving FIM Goal, SLP-IRF)",C0000.00,no_clinical_attributes,
304000305,Problem Specific Goal 2 (OT-IRF),C0000.00,no_clinical_attributes,
304000307,Carbon Monoxide Poisoning Management,C0000.00,no_clinical_attributes,
304000309,"Progress/Outcomes (Vocal Exercise Goal, SLP-IRF)",C0000.00,no_clinical_attributes,
304000311,"Time Frame (Safety Awareness Goal 1, PT-IRF)",C0000.00,no_clinical_attributes,
304000312,General (Individualize),C0000.00,no_clinical_attributes,
304000314,Asthma Exacerbation (Individualize),C0000.00,no_clinical_attributes,
304000317,Additional Documentation,C0000.00,no_clinical_attributes,
304000318,"Progress/Outcome (Strength Goal 1, OT)",C0000.00,no_clinical_attributes,
304000319,Vocal Exercise Goal 3 (SLP),C0000.00,no_clinical_attributes,
304000320,"Progress/Outcomes (Caregiver Training Goal 3, PT)",C0000.00,no_clinical_attributes,
304000321,"Progress/Outcome (Safety Awareness Goal 2, OT)",C0000.00,no_clinical_attributes,
304000322,Environment Concerns,C0000.00,no_clinical_attributes,
304000323,"Time Frame (Vocal Exercises Goal 1, SLP)",C0000.00,no_clinical_attributes,
304000324,"Progress/Outcomes (Strength Goal 2, PT-IRF)",C0000.00,no_clinical_attributes,
304000325,Skin Protection (Infant),C0000.00,no_clinical_attributes,
304000326,Problem Specific Goal Selection (PT),C0000.00,no_clinical_attributes,
304000329,"Number of Stairs (Stairs Goal 1, PT-IRF)",C0000.00,no_clinical_attributes,
304000330,Sexually Transmitted Infection (Individualize),C0000.00,no_clinical_attributes,
304000332,Have your beliefs influenced how you take care of yourself in this illness?,C0000.00,no_clinical_attributes,
304000333,Caregiver Training Goal Selection (PT-IRF),C0000.00,no_clinical_attributes,
304000336,Comfort Management Interventions,C0000.00,no_clinical_attributes,
304000337,Carbon Monoxide Poisoning (Individualize),C0000.00,no_clinical_attributes,
304000338,"Strategies/Barriers (Problem Specific Goal 1, SLP-IRF)",C0000.00,no_clinical_attributes,
304000341,Sickle Cell Disease/Crisis Management,C0000.00,no_clinical_attributes,
304000342,"Time Frame (Caregiver Training Goal 3, SLP)",C0000.00,no_clinical_attributes,
304000343,Abdominal or Pelvic Trauma (Individualize),C0000.00,no_clinical_attributes,
304000345,Equipment,C0000.00,no_clinical_attributes,
304000346,"Time Frame (Executive Function Goal 2, SLP-IRF)",C0000.00,no_clinical_attributes,
304000347,Bladder FIM Goal 2,C0000.00,no_clinical_attributes,
304000348,"Strategies/Barriers (Transfer Goal 2, OT-IRF)",C0000.00,no_clinical_attributes,
304000349,"Strategies/Barriers (Problem Specific Goal, Interprofessional)",C0000.00,no_clinical_attributes,
304000353,COPD Exacerbation (Individualize),C0000.00,no_clinical_attributes,
304000354,Positioning: Shoulder,C0000.00,no_clinical_attributes,
304000355,Discharge Facility/Level of Care Needs,C0000.00,no_clinical_attributes,
304000357,"Time Frame (Pharyngeal Exercise Goal 2, SLP)",C0000.00,no_clinical_attributes,
304000358,Burn Injury (Individualize),C0000.00,no_clinical_attributes,
304000359,Problem Specific Goal 1 (OT-IRF),C0000.00,no_clinical_attributes,
304000364,Recent Change in Mood/Behavior (improve or decline),C0000.00,no_clinical_attributes,
304000365,Dental Trauma Management,C0000.00,no_clinical_attributes,
304000366,"Progress/Outcomes (Stairs FIM Goal, PT-IRF)",C0000.00,no_clinical_attributes,
304000367,Inconsolable Infant Management,C0000.00,no_clinical_attributes,
304000370,"Positioning, Head (Developmental Care)",C0000.00,no_clinical_attributes,
304000371,"Progress/Outcome (ROM Goal 3, PT)",C0000.00,no_clinical_attributes,
304000374,Verbal Expression FIM Goal (SLP-IRF),C0000.00,no_clinical_attributes,
304000375,"Progress/Outcomes (Auditory Comprehension Goal 2, SLP)",C0000.00,no_clinical_attributes,
304000382,Nasal Complaint (Individualize),C0000.00,no_clinical_attributes,
304000386,"Strategies/Barriers (Transfer Goal 2, PT-IRF)",C0000.00,no_clinical_attributes,
304000390,Activity Assistance Provided,C0000.00,no_clinical_attributes,
304000391,Dental Complaint Management,C0000.00,no_clinical_attributes,
304000392,Active Cooling Phase Management,C0000.00,no_clinical_attributes,
304000393,"Progress/Outcome (Pharyngeal Strengthening Exercise Goal, SLP-IRF)",C0000.00,no_clinical_attributes,
304000394,Discharged Within Last 30 Days,C0000.00,no_clinical_attributes,
304000395,Circuit Management,C0000.00,no_clinical_attributes,
304000396,Adaptive Equipment Use,C0000.00,no_clinical_attributes,
304000398,"Progress/Outcomes (Executive Function Goal 1, OT-IRF)",C0000.00,no_clinical_attributes,
304000399,Skin Rash Management,C0000.00,no_clinical_attributes,
304000400,"Progress/Outcomes (Stairs Goal 2, PT-IRF)",C0000.00,no_clinical_attributes,
304000403,Supportive Measures,C0000.00,no_clinical_attributes,
304000406,Stairs FIM Goal (PT-IRF),C0000.00,no_clinical_attributes,
304000408,Participants,C0000.00,no_clinical_attributes,
304000409,"Independence Level (Stairs Goal 2, PT-IRF)",C0000.00,no_clinical_attributes,
304000410,"Strategies/Barriers (Direction Following Goal 1, OT-IRF)",C0000.00,no_clinical_attributes,
304000411,Caregiver Training Goal 2 (SLP),C0000.00,no_clinical_attributes,
304000413,"Time Frame (Communication Goal 2, SLP)",C0000.00,no_clinical_attributes,
304000415,"Positioning, Extremities",C0000.00,no_clinical_attributes,
304000416,Breast Care: Breastfeeding,C0000.00,no_clinical_attributes,
304000417,"Independence (Self-Feeding Goal 2, OT-IRF)",C0000.00,no_clinical_attributes,
304000418,Inconsolable Infant (Individualize),C0000.00,no_clinical_attributes,
304000420,Behavioral Health or Psychiatric Emergency Management,C0000.00,no_clinical_attributes,
304000421,Current Living Arrangements,C0000.00,no_clinical_attributes,
304000423,"Independence (Oral Motor Strengthening Exercises Goal 2, SLP-IRF)",C0000.00,no_clinical_attributes,
304000426,Communication Goal 2 (SLP-IRF),C0000.00,no_clinical_attributes,
304000427,Bite or Sting Management,C0000.00,no_clinical_attributes,
304000428,Patient Tolerance (IS),C0000.00,no_clinical_attributes,
304000429,Social Interaction Goal,C0000.00,no_clinical_attributes,
304000430,"Brief Resolved Unexplained Event, Infant (Individualize)",C0000.00,no_clinical_attributes,
304000435,Maxillofacial Trauma (Individualize),C0000.00,no_clinical_attributes,
304000437,"Independence (Pharyngeal Strengthening Exercises Goal 1, SLP)",C0000.00,no_clinical_attributes,
304000438,Active Range of Motion,C0000.00,no_clinical_attributes,
304000439,"Activity (Direction Following Goal 1, OT-IRF)",C0000.00,no_clinical_attributes,
304000440,"Progress/Outcome (Problem Specific Goal 2, SLP)",C0000.00,no_clinical_attributes,
304000441,"Progress/Outcome (Pharyngeal Strengthening Exercise Goal 1, SLP-IRF)",C0000.00,no_clinical_attributes,
304000442,Activity (Behavioral Health),C0000.00,no_clinical_attributes,
304000443,"Activity (Safety Awareness Goal 2, OT-IRF)",C0000.00,no_clinical_attributes,
304000444,"Strategies/Barriers (ROM Goal 3, OT)",C0000.00,no_clinical_attributes,
304000445,"Independence Level/Cues Needed (Transfer Goal 2, PT)",C0000.00,no_clinical_attributes,
304000447,"Progress/Outcomes (Wheelchair Locomotion Goal, OT-IRF)",C0000.00,no_clinical_attributes,
304000448,"Independence (Oral Motor Strengthening Exercises Goal 1, SLP)",C0000.00,no_clinical_attributes,
304000457,"Independence/Cues (Precautions Goal 2, PT-IRF)",C0000.00,no_clinical_attributes,
304000460,Grieving Process Facilitation,C0000.00,no_clinical_attributes,
304000462,Desensitization Techniques (LE Residual Limb),C0000.00,no_clinical_attributes,
304000463,"Progress/Outcomes (Auditory Comprehension FIM Goal, SLP-IRF)",C0000.00,no_clinical_attributes,
304000464,"Independence Level (Stairs Goal 1, PT-IRF)",C0000.00,no_clinical_attributes,
304000465,"Progress/Outcomes, Auditory Comprehension Goal 1, (SLP-IRF)",C0000.00,no_clinical_attributes,
304000466,"Independence Level/Cues Needed (Transfer Goal 2, OT)",C0000.00,no_clinical_attributes,
304000467,"Activity (Pharyngeal Strengthening Exercises Goal 2, SLP-IRF)",C0000.00,no_clinical_attributes,
304000470,"Independence Level/Cues Needed (Transfer Goal 1, PT)",C0000.00,no_clinical_attributes,
304000474,"Time Frame, Auditory Comprehension Goal 1 (IRF-SLP)",C0000.00,no_clinical_attributes,
304000475,"Time Frame (Auditory Comprehension Goal 2, SLP)",C0000.00,no_clinical_attributes,
304000476,Lower Extremity Injury Management,C0000.00,no_clinical_attributes,
304000477,Genitourinary/Pelvic Management,C0000.00,no_clinical_attributes,
304000479,Caregiver Training Goal 3 (OT-IRF),C0000.00,no_clinical_attributes,
304000481,ROM Goal 3 (PT-IRF),C0000.00,no_clinical_attributes,
304000483,"Strategies/Barriers (ROM Goal 3, PT)",C0000.00,no_clinical_attributes,
304000486,Pressure Reduction Techniques,C0000.00,no_clinical_attributes,
304000487,Elevated Risk Identified,C0000.00,no_clinical_attributes,
304000489,"Progress/Outcome (Stairs Goal 1, PT)",C0000.00,no_clinical_attributes,
304000490,"Independence Level/Cues Needed (Transfer Goal 1, OT)",C0000.00,no_clinical_attributes,
304000491,Ear Complaint (Individualize),C0000.00,no_clinical_attributes,
304000493,"Time Frame (Transfer FIM Goals 1, OT-IRF)",C0000.00,no_clinical_attributes,
304000494,Strength Goal Selection (OT),C0000.00,no_clinical_attributes,
304000497,Goal: Acute Signs/Symptoms are Managed,C0000.00,no_clinical_attributes,
304000501,"Strategies/Barriers (Wheelchair Locomotion FIM Goal, OT-IRF)",C0000.00,no_clinical_attributes,
304000502,Suicidal Behavior Management,C0000.00,no_clinical_attributes,
304000504,Therapeutic Recreational Activities (Coping Strategies),C0000.00,no_clinical_attributes,
304000506,"Independence/Cues (Precautions Goal 1, PT-IRF)",C0000.00,no_clinical_attributes,
304000507,Problem Specific Goal 2 (SLP-IRF),C0000.00,no_clinical_attributes,
304000508,"Activity (Direction Following Goal 1, OT)",C0000.00,no_clinical_attributes,
304000509,Bowel Motility Enhancement,C0000.00,no_clinical_attributes,
304000511,Compartment Syndrome Management,C0000.00,no_clinical_attributes,
304000512,"Progress/Outcomes (Wheelchair Locomotion Goal 1, PT-IRF)",C0000.00,no_clinical_attributes,
304000514,"Progress/Outcome (Executive Function Goal 1, SLP)",C0000.00,no_clinical_attributes,
304000515,Hypothermia Type,C0000.00,no_clinical_attributes,
304000518,VAP Prevention Bundle,C0000.00,no_clinical_attributes,
304000519,"Progress/Outcomes (Direction Following Goal 1, OT-IRF)",C0000.00,no_clinical_attributes,
304000520,Problem Specific Goal 1 (SLP),C0000.00,no_clinical_attributes,
304000522,Genitourinary Complaint (Individualize),C0000.00,no_clinical_attributes,
304000524,Caregiver Training Goal 2 (OT-IRF),C0000.00,no_clinical_attributes,
304000526,Problem Specific Goal (Interprofessional),C0000.00,no_clinical_attributes,
304000527,Overdose or Drug Ingestion (Individualize),C0000.00,no_clinical_attributes,
304000529,ROM Goal 2 (PT-IRF),C0000.00,no_clinical_attributes,
304000530,Abdominal or Pelvic Trauma Management,C0000.00,no_clinical_attributes,
304000531,"Strategies/Barriers (Wheelchair Locomotion FIM Goal, PT-IRF)",C0000.00,no_clinical_attributes,
304000534,"Progress/Outcomes (Problem Specific Goal 2, OT-IRF)",C0000.00,no_clinical_attributes,
304000535,Communication Goal 1 (SLP-IRF),C0000.00,no_clinical_attributes,
304000536,Stairs Goal Selection (PT-IRF),C0000.00,no_clinical_attributes,
304000537,"Time Frame (Caregiver Training Goal 1, SLP-IRF)",C0000.00,no_clinical_attributes,
304000539,Drowning (Individualize),C0000.00,no_clinical_attributes,
304000540,Alcohol Withdrawal Symptoms Management,C0000.00,no_clinical_attributes,
304000542,"Strategies/Barriers (Direction Following Goal 3, OT)",C0000.00,no_clinical_attributes,
304000544,Gastrointestinal Bleed Upper or Lower Management,C0000.00,no_clinical_attributes,
304000545,"Time Frame (Executive Function Goal, OT-IRF)",C0000.00,no_clinical_attributes,
304000546,Upper Extremity or Shoulder Injury Management,C0000.00,no_clinical_attributes,
304000548,Lower Extremity Injury (Individualize),C0000.00,no_clinical_attributes,
304000549,"Progress/Outcome (ROM Goal 1, OT)",C0000.00,no_clinical_attributes,
304000550,"Progress/Outcomes (Caregiver Training Goal 3, OT)",C0000.00,no_clinical_attributes,
304000552,Strength Goal Selection (PT-IRF),C0000.00,no_clinical_attributes,
304000553,"Strategies/Barriers (Transfer Goal 1, OT-IRF)",C0000.00,no_clinical_attributes,
304000555,Dental Trauma (Individualize),C0000.00,no_clinical_attributes,
304000561,Problem Specific Goal 1 (SLP-IRF),C0000.00,no_clinical_attributes,
304000563,"Independence (Pharyngeal Strengthening Exercises Goal 2, SLP-IRF)",C0000.00,no_clinical_attributes,
304000568,"Time Frame (Executive Function Goal 2, OT-IRF)",C0000.00,no_clinical_attributes,
304000569,"Time Frame (ROM Goal 3, PT-IRF)",C0000.00,no_clinical_attributes,
304000570,"Activity/Assistive Device (Stairs Goal 1, PT)",C0000.00,no_clinical_attributes,
304000572,"Time Frame (Caregiver Training Goal 3, PT)",C0000.00,no_clinical_attributes,
304000574,"Progress/Outcomes (Problem Specific Goal 1, SLP-IRF)",C0000.00,no_clinical_attributes,
304000575,"Time Frame (Vocal Exercises Goal 1, SLP-IRF)",C0000.00,no_clinical_attributes,
304000576,Caregiver Training Goal 1 (OT-IRF),C0000.00,no_clinical_attributes,
304000577,"Progress/Outcomes (Precaution Goal 2, OT-IRF)",C0000.00,no_clinical_attributes,
304000578,Person Taught,C0000.00,no_clinical_attributes,
304000579,"Independence (Vocal Exercises Goal 2, SLP-IRF)",C0000.00,no_clinical_attributes,
304000580,ROM Goal 1 (PT-IRF),C0000.00,no_clinical_attributes,
304000583,"Time Frame (Executive Function Goal 1, OT-IRF)",C0000.00,no_clinical_attributes,
304000584,Eye Care/Interventions,C0000.00,no_clinical_attributes,
304000585,Executive Function Goal Selection (SLP-IRF),C0000.00,no_clinical_attributes,
304000587,"Strategies/Barriers (Transfer Goal 1, PT-IRF)",C0000.00,no_clinical_attributes,
304000588,Home Accessibility Concerns,C0000.00,no_clinical_attributes,
304000589,"Time Frame (Strength Goal 3, OT-IRF)",C0000.00,no_clinical_attributes,
304000591,"Strategies/Barriers (Precaution Goal, OT-IRF)",C0000.00,no_clinical_attributes,
304000594,"Number of Stairs (Stairs Goal 2, PT-IRF)",C0000.00,no_clinical_attributes,
304000595,Transfer Goal Selection (PT-IRF),C0000.00,no_clinical_attributes,
304000596,"Time Frame (Caregiver Training Goal 2, PT)",C0000.00,no_clinical_attributes,
304000598,Problem Identified,C0000.00,no_clinical_attributes,
304000600,Alcohol Toxicity (Individualize),C0000.00,no_clinical_attributes,
304000601,"Strategies/Barriers (Caregiver Goal 3, OT)",C0000.00,no_clinical_attributes,
304000602,"Strategies/Barriers, Verbal Expression Goal1, (SLP-IRF)",C0000.00,no_clinical_attributes,
304000603,Diarrhea Management,C0000.00,no_clinical_attributes,
304000605,Progress/Outcomes (Social Interaction FIM Goal),C0000.00,no_clinical_attributes,
304000606,Sexual Assault (Individualize),C0000.00,no_clinical_attributes,
304000608,Outpatient/Agency/Support Group Needs,C0000.00,no_clinical_attributes,
304000609,"Time Frame (Strength Goal 2, OT-IRF)",C0000.00,no_clinical_attributes,
304000610,Vocal Exercise Goal 1 (SLP),C0000.00,no_clinical_attributes,
304000612,"Independence Level/Cues Needed (Wheelchair Locomotion Goal 1, PT)",C0000.00,no_clinical_attributes,
304000613,"Strategies/Barriers (Problem Specific Goal 2, OT)",C0000.00,no_clinical_attributes,
304000614,"Time Frame (Caregiver Training Goal 1, PT)",C0000.00,no_clinical_attributes,
304000616,Sleep Hygiene Promotion,C0000.00,no_clinical_attributes,
304000617,"Independence (Vocal Exercises Goal 1, SLP)",C0000.00,no_clinical_attributes,
304000618,Executive Function Goal 3 (OT),C0000.00,no_clinical_attributes,
304000619,Caregiver Training Goal 2 (SLP-IRF),C0000.00,no_clinical_attributes,
304000620,Fracture Immobilization,C0000.00,no_clinical_attributes,
304000621,Safety Promotion/Fall Prevention,C0000.00,no_clinical_attributes,
304000622,"Strategies/Barriers (Stairs FIM Goal, PT-IRF)",C0000.00,no_clinical_attributes,
304000624,Allergic or Anaphylactic Reaction Management,C0000.00,no_clinical_attributes,
304000626,"Strategies/Barriers (Precaution Goal, PT-IRF)",C0000.00,no_clinical_attributes,
304000628,"Time Frame (Strength Goal 1, OT-IRF)",C0000.00,no_clinical_attributes,
304000629,Inhalation Injury Management,C0000.00,no_clinical_attributes,
304000630,Overdose or Drug Ingestion Management,C0000.00,no_clinical_attributes,
304000632,"Progress/Outcomes (Transfer Goal, PT-IRF)",C0000.00,no_clinical_attributes,
304000633,"Time Frame (Communication Goal 2, SLP-IRF)",C0000.00,no_clinical_attributes,
304000634,"Independence Level/Cues Needed (Wheelchair Locomotion Goal 1, OT)",C0000.00,no_clinical_attributes,
304000635,Safe Transition Promotion,C0000.00,no_clinical_attributes,
304000637,Dysrhythmia Management,C0000.00,no_clinical_attributes,
304000638,"Strategies/Barriers (Caregiver Training Goal 3, PT)",C0000.00,no_clinical_attributes,
304000639,"Time Frame (Caregiver Training Goal 1, SLP)",C0000.00,no_clinical_attributes,
304000642,Bowel and Silo Care,C0000.00,no_clinical_attributes,
304000643,"Time Frame (Eating FIM Goal, OT-IRF)",C0000.00,no_clinical_attributes,
304000644,"Strategies/Barriers (ROM Goal 2, OT)",C0000.00,no_clinical_attributes,
304000646,Direction Following Goal Selection (OT-IRF),C0000.00,no_clinical_attributes,
304000648,"Strategies/Barriers (Problem Specific Goal 2, PT)",C0000.00,no_clinical_attributes,
304000649,"Time Frame (Wheelchair Locomotion FIM Goal, OT-IRF)",C0000.00,no_clinical_attributes,
304000651,Ear Trauma Management,C0000.00,no_clinical_attributes,
304000658,Stroke Symptoms Management,C0000.00,no_clinical_attributes,
304000659,Safety Precautions/Falls Reduction,C0000.00,no_clinical_attributes,
304000660,"Activity (Safety Awareness Goal 1, OT-IRF)",C0000.00,no_clinical_attributes,
304000665,"Progress/Outcomes (Executive Function Goal 1, SLP-IRF)",C0000.00,no_clinical_attributes,
304000668,Is there a group of people you really love or who are important to you?,C0000.00,no_clinical_attributes,
304000671,Notifiable Conditions Reported,C0000.00,no_clinical_attributes,
304000672,"Progress/Outcomes (Caregiver Training Goal 2, SLP)",C0000.00,no_clinical_attributes,
304000676,Upper Extremity or Shoulder Injury (Individualize),C0000.00,no_clinical_attributes,
304000679,"Strategies/Barriers (ROM Goal 2, PT)",C0000.00,no_clinical_attributes,
304000683,"Independence (UB Dress Goal 2, OT-IRF)",C0000.00,no_clinical_attributes,
304000686,Precaution Goal Selection (OT),C0000.00,no_clinical_attributes,
304000689,Abuse/Neglect Suspected or Actual Management,C0000.00,no_clinical_attributes,
304000690,Reason for Return to ED,C0000.00,no_clinical_attributes,
304000691,ROM Goal Selection (PT-IRF),C0000.00,no_clinical_attributes,
304000695,"Progress/Outcome (Transfer Goal 2, PT)",C0000.00,no_clinical_attributes,
304000700,"Progress/Outcomes (Caregiver Training Goal 3, OT-IRF)",C0000.00,no_clinical_attributes,
304000702,Urologic Hemostasis Promotion,C0000.00,no_clinical_attributes,
304000703,"Strategies/Barriers, Verbal Expression Goal 2, (SLP-IRF)",C0000.00,no_clinical_attributes,
304000704,Environmental Modifications,C0000.00,no_clinical_attributes,
304000705,Latex Precautions,C0000.00,no_clinical_attributes,
304000706,Additional Documentation,C0000.00,no_clinical_attributes,
304000707,Dysrhythmia (Individualize),C0000.00,no_clinical_attributes,
304000708,Problem Specific Goal 2 (PT),C0000.00,no_clinical_attributes,
304000709,Additional Documentation,C0000.00,no_clinical_attributes,
304000710,"Progress/Outcome (Wheelchair Locomotion Goal 3, PT)",C0000.00,no_clinical_attributes,
304000712,Bed-Chair Transfer FIM Goal (OT-IRF),C0000.00,no_clinical_attributes,
304000714,"Strategies/Barriers (Precaution Goal 3, OT)",C0000.00,no_clinical_attributes,
304000715,Hypoglycemia (Individualize),C0000.00,no_clinical_attributes,
304000717,"Activity/Assistive Device (Transfer Goal 2, OT)",C0000.00,no_clinical_attributes,
304000718,Behavior Management,C0000.00,no_clinical_attributes,
304000719,"Strategies/Barriers(Caregiver Goal 3, SLP)",C0000.00,no_clinical_attributes,
304000726,Bladder Spasm Management,C0000.00,no_clinical_attributes,
304000727,"Time Frame (Wheelchair Locomotion Goal, PT-IRF)",C0000.00,no_clinical_attributes,
304000730,"Progress/Outcomes (Vocal Exercise Goal 2, SLP-IRF)",C0000.00,no_clinical_attributes,
304000731,Perineal Care,C0000.00,no_clinical_attributes,
304000733,"Independence (UB Dress Goal 1, OT-IRF)",C0000.00,no_clinical_attributes,
304000735,Cold Exposure Injury/Accidental Hypothermia Management,C0000.00,no_clinical_attributes,
304000736,"Progress/Outcome (Strength Goal 2, PT)",C0000.00,no_clinical_attributes,
304000738,Psychosocial Support,C0000.00,no_clinical_attributes,
304000739,Strategies/Barriers (Social Interaction FIM Goal),C0000.00,no_clinical_attributes,
304000741,Throat Complaint Management,C0000.00,no_clinical_attributes,
304000742,Assistive Device Utilized,C0000.00,no_clinical_attributes,
304000745,Skin Rash (Individualize),C0000.00,no_clinical_attributes,
304000747,"Time Frame (Problem Specific Goal 2, PT-IRF)",C0000.00,no_clinical_attributes,
