source_concept_code,source_description,decision,target_concept_id,target_concept_name,target_vocabulary_id,target_concept_code,predicate_id,confidence,domain_id,qualifier_concept_id,qualifier_concept_name,qualifier_relationship_id,mapping_justification,needs_source_data,mapping_tool,reviewer_name,reviewer_type,review_date
10701000161,Anxiety: Evaluation of Goals Met,map,4224766,Level of anxiety,SNOMED,405051006,broadMatch,0.8,Observation,,,,Anxiety goal evaluation in periop care plan; documents whether anxiety goals were met.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000196,Video Number,skip,,,,,broadMatch,,,,,,Media tracking (video number); non-clinical administrative identifier.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000201,Photo Number,skip,,,,,broadMatch,,,,,,Media tracking (photo number); non-clinical administrative identifier.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000320,2x2 (Radiopaque) Quantity,skip,,,,,broadMatch,,,,,,"Surgical safety count (2x2 radiopaque); retained foreign object tracking, not clinical measurement.",no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000321,3x17 (Radiopaque) Quantity,skip,,,,,broadMatch,,,,,,"Surgical safety count (3x17 radiopaque); retained foreign object tracking, not clinical measurement.",no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000322,12x12 (Radiopaque) Quantity,skip,,,,,broadMatch,,,,,,"Surgical safety count (12x12 radiopaque); retained foreign object tracking, not clinical measurement.",no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000323,18x18 (Radiopaque) Quantity,skip,,,,,broadMatch,,,,,,"Surgical safety count (18x18 radiopaque); retained foreign object tracking, not clinical measurement.",no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000324,Cottonoid (Radiopaque) Quantity,skip,,,,,broadMatch,,,,,,"Surgical safety count (cottonoid radiopaque); retained foreign object tracking, not clinical measurement.",no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000325,Vaginal Packing (Radiopaque) Quantity,skip,,,,,broadMatch,,,,,,"Surgical safety count (vaginal packing radiopaque); retained foreign object tracking, not clinical measurement.",no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000326,Towels (Radiopaque) Quantity,skip,,,,,broadMatch,,,,,,"Surgical safety count (towels radiopaque); retained foreign object tracking, not clinical measurement.",no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000328,Gauze Roll (Radiopaque) Quantity,skip,,,,,broadMatch,,,,,,"Surgical safety count (gauze roll radiopaque); retained foreign object tracking, not clinical measurement.",no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000337,Sensory Perception: Interventions,map,4190343,Sensory perception,SNOMED,373713005,exactMatch,0.9,Observation,,,,Sensory perception interventions in PACU care plan; assess orientation and compare to baseline.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000338,Sensory Perception: Goal,map,4190343,Sensory perception,SNOMED,373713005,exactMatch,0.9,Observation,,,,Sensory perception goal in PACU care plan; return to baseline status.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000339,Sensory Perception: Evaluation of Goals Met,map,4190343,Sensory perception,SNOMED,373713005,exactMatch,0.9,Observation,,,,Sensory perception goal evaluation in PACU care plan; goal met or not met.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000341,Peripheral Tissue Perfusion: Interventions,map,4254374,Alteration in tissue perfusion,SNOMED,409054008,broadMatch,0.8,Observation,,,,"Peripheral tissue perfusion interventions in PACU; assess pulses, capillary refill, color, numbness.",no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000342,Peripheral Tissue Perfusion: Goal,map,4254374,Alteration in tissue perfusion,SNOMED,409054008,broadMatch,0.8,Observation,,,,Peripheral tissue perfusion goal in PACU; perfusion within normal limits.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000343,Peripheral Tissue Perfusion: Evaluation of Goals Met,map,4254374,Alteration in tissue perfusion,SNOMED,409054008,broadMatch,0.8,Observation,,,,Peripheral tissue perfusion goal evaluation in PACU; goal met or not met.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000366,Temperature: Interventions,map,4302666,Body temperature,SNOMED,386725007,broadMatch,0.8,Measurement,,,,Temperature interventions intraprocedure; documents warming measures to maintain normothermia.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000367,Temperature: Evaluation of Goals Met,map,4302666,Body temperature,SNOMED,386725007,broadMatch,0.8,Measurement,,,,Temperature goal evaluation intraprocedure; documents whether normothermia goal was met.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000381,Respiratory: Interventions,map,4300515,Respiratory function,SNOMED,78064003,broadMatch,0.8,Observation,,,,"Respiratory interventions intraprocedure; maintain suction, monitor respiratory status.",no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000382,Respiratory: Evaluation of Goals Met,map,4300515,Respiratory function,SNOMED,78064003,broadMatch,0.8,Observation,,,,Respiratory goal evaluation intraprocedure; goal met or not met.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000387,Comfort/Pain: Goal,map,4234651,Pain level,SNOMED,405161002,broadMatch,0.8,Observation,,,,Comfort/pain goal in preprocedure care plan; patient reports decreased or tolerable pain.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000389,Nausea and Vomiting: Goal,map,4234653,Nausea and vomiting status,SNOMED,405166007,broadMatch,0.8,Observation,,,,Nausea/vomiting goal in preprocedure care plan; target absence/decreased nausea.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000402,BMI,map,4245997,Body mass index,SNOMED,60621009,exactMatch,0.9,Measurement,,,,BMI categorization for Caprini VTE risk assessment; obesity classification.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000404,Comfort/Pain: Interventions,map,4234651,Pain level,SNOMED,405161002,broadMatch,0.8,Observation,,,,Comfort/pain interventions in PACU care plan; pain assessment and management.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000405,Comfort/Pain: Goal,map,4234651,Pain level,SNOMED,405161002,broadMatch,0.8,Observation,,,,Comfort/pain goal in PACU care plan; patient reports decreased/tolerable pain.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000406,Comfort/Pain: Evaluation of Goals Met,map,4234651,Pain level,SNOMED,405161002,broadMatch,0.8,Observation,,,,Comfort/pain goal evaluation in PACU care plan; goal met or not met.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000407,Nausea and Vomiting: Interventions,map,4234653,Nausea and vomiting status,SNOMED,405166007,broadMatch,0.8,Observation,,,,"Nausea/vomiting interventions in PACU care plan; assess, provide basin, request antiemetic.",no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000408,Nausea and Vomiting: Goal,map,4234653,Nausea and vomiting status,SNOMED,405166007,broadMatch,0.8,Observation,,,,Nausea/vomiting goal in PACU care plan; target absence/decreased nausea.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000409,Nausea and Vomiting: Evaluation of Goals Met,map,4234653,Nausea and vomiting status,SNOMED,405166007,broadMatch,0.8,Observation,,,,Nausea/vomiting goal evaluation in PACU care plan; goal met or not met.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000428,Comfort/Pain: Interventions,map,4234651,Pain level,SNOMED,405161002,broadMatch,0.8,Observation,,,,Comfort/pain interventions in Phase II care plan; pain assessment and management.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000429,Comfort/Pain: Goal,map,4234651,Pain level,SNOMED,405161002,broadMatch,0.8,Observation,,,,Comfort/pain goal in Phase II care plan; patient reports decreased/tolerable pain.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000430,Comfort/Pain: Evaluation of Goals Met,map,4234651,Pain level,SNOMED,405161002,broadMatch,0.8,Observation,,,,Comfort/pain goal evaluation in Phase II care plan; goal met or not met.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000431,Nausea and Vomiting: Interventions,map,4234653,Nausea and vomiting status,SNOMED,405166007,broadMatch,0.8,Observation,,,,"Nausea/vomiting interventions in Phase II care plan; assess, provide basin, request antiemetic.",no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000432,Nausea and Vomiting: Goal,map,4234653,Nausea and vomiting status,SNOMED,405166007,broadMatch,0.8,Observation,,,,Nausea/vomiting goal in Phase II care plan; target absence/decreased nausea.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000433,Nausea and Vomiting: Evaluation of Goals Met,map,4234653,Nausea and vomiting status,SNOMED,405166007,broadMatch,0.8,Observation,,,,Nausea/vomiting goal evaluation in Phase II care plan; goal met or not met.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000446,Sensory Perception: Interventions,map,4190343,Sensory perception,SNOMED,373713005,exactMatch,0.9,Observation,,,,Sensory perception interventions in Phase II care plan; assess orientation.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000447,Sensory Perception: Goal,map,4190343,Sensory perception,SNOMED,373713005,exactMatch,0.9,Observation,,,,Sensory perception goal in Phase II care plan; return to baseline.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000448,Sensory Perception: Evaluation of Goals Met,map,4190343,Sensory perception,SNOMED,373713005,exactMatch,0.9,Observation,,,,Sensory perception goal evaluation in Phase II care plan; goal met or not met.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000449,Peripheral Tissue Perfusion: Interventions,map,4254374,Alteration in tissue perfusion,SNOMED,409054008,broadMatch,0.8,Observation,,,,"Peripheral tissue perfusion interventions in Phase II; assess pulses, capillary refill, color.",no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000450,Peripheral Tissue Perfusion: Goal,map,4254374,Alteration in tissue perfusion,SNOMED,409054008,broadMatch,0.8,Observation,,,,Peripheral tissue perfusion goal in Phase II; perfusion within normal limits.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000451,Peripheral Tissue Perfusion: Evaluation of Goals Met,map,4254374,Alteration in tissue perfusion,SNOMED,409054008,broadMatch,0.8,Observation,,,,Peripheral tissue perfusion goal evaluation in Phase II; goal met or not met.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000461,Gait Aid Usage,map,4199110,Ability to mobilize using mobility aids,SNOMED,301569004,exactMatch,0.85,Observation,,,,Gait aid usage in PAT triage; documents mobility aid type (cane/crutches/walker/wheelchair/bedbound).,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000477,How satisfied were you with the treatment of nausea and vomiting after the operation?,map,4234653,Nausea and vomiting status,SNOMED,405166007,broadMatch,0.75,Observation,,,,Patient satisfaction with post-op nausea/vomiting treatment; patient-reported outcome.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000478,How satisfied were you with pain therapy after procedure?,map,4234651,Pain level,SNOMED,405161002,broadMatch,0.75,Observation,,,,Patient satisfaction with post-op pain therapy; patient-reported outcome.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000480,What was your temperature?,map,4302666,Body temperature,SNOMED,386725007,exactMatch,0.9,Measurement,,,,Post-op patient-reported temperature range; fever screening via MyChart questionnaire.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000510,Interventions for Temp Below Normothermic Threshold,map,4302666,Body temperature,SNOMED,386725007,broadMatch,0.8,Measurement,,,,Interventions for temperature below normothermic threshold; warming measures applied.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000511,Nausea Status,map,4234653,Nausea and vomiting status,SNOMED,405166007,exactMatch,0.9,Observation,,,,Nausea status assessment in PACU; absent/present/treated-still present/satisfactory to patient.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000521,Does the patient have shortness of breath or choke while eating?,map,40757695,Shortness of breath,LOINC,54564-0,broadMatch,0.8,Observation,,,,Screening for dyspnea/choking while eating in pediatric PAT triage.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000524,"Has the patient had a cold, cough, or fever in the last 4 weeks?",map,254761,Cough,SNOMED,49727002,broadMatch,0.75,Condition,,,,"Screening for cold, cough, or fever in last 4 weeks; pediatric PAT triage.",no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000525,When was the last upper respiratory tract infection?,map,4016926,Initial respiratory assessment,SNOMED,170608002,broadMatch,0.7,Observation,,,,Timing of last upper respiratory tract infection; pediatric surgical screening.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000529,What was the gestational age at birth? (# of weeks),map,3048230,Gestational age in weeks,LOINC,49051-6,exactMatch,0.95,Measurement,,,,Gestational age at birth in weeks; pediatric PAT triage question.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000531,Capillary Refill,map,3045676,Capillary refill [Time],LOINC,44971-0,exactMatch,0.9,Measurement,,,,Capillary refill assessment across 21 templates; greater than or less than 2 seconds.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000540,Sensation,map,4287782,Somatic sensation,SNOMED,397725003,exactMatch,0.85,Observation,,,,"Sensation assessment across 21 templates; tingling, pain, numbness, full sensation etc.",no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000544,Vision - Corrective Lenses,skip,,,,,broadMatch,,,,,,Patient belongings tracking (corrective lenses sent to post-procedure); non-clinical.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000545,Hearing Aid,skip,,,,,broadMatch,,,,,,Patient belongings tracking (hearing aid sent to post-procedure); non-clinical.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000559,Temperature: Goal,map,4302666,Body temperature,SNOMED,386725007,broadMatch,0.8,Measurement,,,,Temperature goal in intraprocedure care plan; body temperature within expected range.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000564,Respiratory Goal,map,4300515,Respiratory function,SNOMED,78064003,broadMatch,0.8,Observation,,,,Respiratory goal in intraprocedure care plan; maintain optimal respiratory function.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000589,Tissue Expander Left,map,4297967,Insertion of tissue expander,SNOMED,76790002,narrowMatch,0.75,Procedure,4300877,Left,Has laterality,Tissue expander volume left side; injection volume in cc for tissue expansion.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000590,Total Tissue Expander Left,map,4297967,Insertion of tissue expander,SNOMED,76790002,narrowMatch,0.75,Procedure,4300877,Left,Has laterality,Total tissue expander volume left side; cumulative volume in cc.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000592,Tissue Expander Right,map,4297967,Insertion of tissue expander,SNOMED,76790002,narrowMatch,0.75,Procedure,4080761,Right,Has laterality,Tissue expander volume right side; injection volume in cc for tissue expansion.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000593,Total Tissue Expander Right,map,4297967,Insertion of tissue expander,SNOMED,76790002,narrowMatch,0.75,Procedure,4080761,Right,Has laterality,Total tissue expander volume right side; cumulative volume in cc.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000595,Tissue Expander Other,map,4297967,Insertion of tissue expander,SNOMED,76790002,narrowMatch,0.75,Procedure,,,,Tissue expander volume other site; injection volume in cc for tissue expansion.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10701000596,Total Tissue Expander Other,map,4297967,Insertion of tissue expander,SNOMED,76790002,narrowMatch,0.75,Procedure,,,,Total tissue expander volume other site; cumulative volume in cc.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10702,Seconds in Non Dominant Hand,map,4165291,Nine hole peg test,SNOMED,273648008,exactMatch,0.95,Measurement,,,,Seconds in non-dominant hand on 9-hole peg test; standard rehab dexterity measure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1071,Yellow High (l/min),map,4087260,Peak expiratory flow rate,SNOMED,18491006,broadMatch,0.8,Measurement,,,,Yellow zone high threshold in asthma action plan; peak flow zone boundary.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1071107,How long did the nausea continue (in hours)?,map,31967,Nausea,SNOMED,422587007,broadMatch,0.8,Condition,,,,Duration of post-op nausea in hours; patient-reported outcome via phone call.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1071108,How many times did you vomit?,map,44809921,Frequency of vomiting,SNOMED,866121000000105,exactMatch,0.9,Observation,,,,Number of post-op vomiting episodes; patient-reported count.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1071111,How long did it continue (in hours)?,map,4234651,Pain level,SNOMED,405161002,broadMatch,0.7,Observation,,,,Duration of post-op symptoms in hours; patient-reported via phone call. Generic duration.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1071116,Have you had a fever?,map,4302666,Body temperature,SNOMED,386725007,broadMatch,0.8,Measurement,,,,Post-op fever screening yes/no; patient-reported via phone call.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1071117,What was your temperature?,map,4302666,Body temperature,SNOMED,386725007,exactMatch,0.9,Measurement,,,,Post-op temperature measurement; patient-reported actual temperature.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1071120,What relieves the pain?,map,4234651,Pain level,SNOMED,405161002,broadMatch,0.75,Observation,,,,"Pain relieving factors; patient-reported what relieves pain (position, massage, meds, rest).",no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1071204,Which attempt is this?,skip,,,,,broadMatch,,,,,,"Post-op phone call attempt number; administrative counter, not clinical measurement.",no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1071303,Did you receive adequate information on how to control your pain?,map,4153065,Pain management education,SNOMED,370848006,broadMatch,0.8,Observation,,,,Patient-reported adequacy of pain control information; quality of care metric.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1072,Red Zone (L/min),map,4087260,Peak expiratory flow rate,SNOMED,18491006,broadMatch,0.8,Measurement,,,,Red zone threshold in asthma action plan; peak flow zone boundary.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1073,Red High (l/min),map,4087260,Peak expiratory flow rate,SNOMED,18491006,broadMatch,0.8,Measurement,,,,Red zone high threshold in asthma action plan; peak flow zone boundary.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10730453501,Drainage Amount,map,35621982,Wound discharge observable,SNOMED,763285000,broadMatch,0.8,Observation,,,,Post-op wound drainage amount; scant/small/moderate/large/copious.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1073048701,Drainage Description,map,764520,Color of wound discharge,SNOMED,456121000124103,exactMatch,0.9,Observation,,,,"Post-op wound drainage description/color; serous, sanguinous, etc.",no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1073100006,Match Run ID,skip,,,,,broadMatch,,,,,,"OrganOx match run ID; device/administrative identifier, not clinical measurement.",no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1073100009,Macrosteatosis (%),map,36769921,Steatosis,Cancer Modifier,OMOP4999599,narrowMatch,0.75,Measurement,,,,Macrosteatosis percentage from liver biopsy; organ viability assessment for transplant.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1073100010,Microsteatosis (%),map,36769921,Steatosis,Cancer Modifier,OMOP4999599,narrowMatch,0.75,Measurement,,,,Microsteatosis percentage from liver biopsy; organ viability assessment for transplant.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1073100013,Liver Weight,map,4054111,Finding of organ weight,SNOMED,125123008,exactMatch,0.85,Measurement,,,,Liver weight from OrganOx perfusion assessment; organ characterization.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1073100015,Reason for Machine Perfusion,map,36685779,Ex vivo machine perfusion for extracorporeal preservation of donor liver,SNOMED,1102681000000106,narrowMatch,0.8,Procedure,,,,Reason for normothermic machine perfusion of donor liver; clinical context for organ preservation decision.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1073100017,Pre-Perfusion Preservation,map,36685779,Ex vivo machine perfusion for extracorporeal preservation of donor liver,SNOMED,1102681000000106,narrowMatch,0.8,Procedure,,,,Pre-perfusion preservation method documented for OrganOx NMP liver perfusion protocol.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1073100020,Disposable Set: Lot #,map,36685779,Ex vivo machine perfusion for extracorporeal preservation of donor liver,SNOMED,1102681000000106,narrowMatch,0.7,Procedure,,,,Disposable set lot number for OrganOx NMP; device traceability for organ perfusion.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1073100022,Shunt Sensor: Lot #,map,36685779,Ex vivo machine perfusion for extracorporeal preservation of donor liver,SNOMED,1102681000000106,narrowMatch,0.7,Procedure,,,,Shunt sensor lot number for OrganOx NMP; device traceability for organ perfusion.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1073100024,Bile Duct Cannula Size (Fr),map,36685779,Ex vivo machine perfusion for extracorporeal preservation of donor liver,SNOMED,1102681000000106,narrowMatch,0.75,Procedure,,,,Bile duct cannula size (French) used during OrganOx liver perfusion.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1073100025,Total Bicarb Used Before Perfusion (ml),map,36685779,Ex vivo machine perfusion for extracorporeal preservation of donor liver,SNOMED,1102681000000106,narrowMatch,0.75,Procedure,,,,Total bicarbonate volume used before initiating OrganOx machine perfusion.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1073100026,Start of Machine Perfusion,map,36685779,Ex vivo machine perfusion for extracorporeal preservation of donor liver,SNOMED,1102681000000106,narrowMatch,0.8,Procedure,,,,Start time of normothermic machine perfusion for donor liver.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1073100038,Total Bicarbonate Used (ml),map,36685779,Ex vivo machine perfusion for extracorporeal preservation of donor liver,SNOMED,1102681000000106,narrowMatch,0.75,Procedure,,,,Total bicarbonate volume used during OrganOx NMP liver perfusion.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1073100039,Bile Collected (ml),map,36685779,Ex vivo machine perfusion for extracorporeal preservation of donor liver,SNOMED,1102681000000106,narrowMatch,0.8,Procedure,,,,Volume of bile collected during/after OrganOx NMP; marker of liver viability.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1073100041,TPN Administered Amount (ml),map,36685779,Ex vivo machine perfusion for extracorporeal preservation of donor liver,SNOMED,1102681000000106,narrowMatch,0.75,Procedure,,,,TPN volume administered during OrganOx NMP liver perfusion protocol.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1073100042,Termination of Perfusion Time,map,36685779,Ex vivo machine perfusion for extracorporeal preservation of donor liver,SNOMED,1102681000000106,narrowMatch,0.8,Procedure,,,,Time of perfusion termination for OrganOx NMP liver perfusion.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1073100044,Amt. Of Portal And Arterial Flush (ml),map,36685779,Ex vivo machine perfusion for extracorporeal preservation of donor liver,SNOMED,1102681000000106,narrowMatch,0.75,Procedure,,,,Volume of portal and arterial flush post-OrganOx NMP liver perfusion.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1073100059,Temperature,map,4302666,Body temperature,SNOMED,386725007,exactMatch,0.9,Measurement,,,,Body temperature measured pre-OrganOx perfusion.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1073100060,Temperature,map,4302666,Body temperature,SNOMED,386725007,exactMatch,0.9,Measurement,,,,Body temperature measured during intra-OrganOx perfusion.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1073100061,Temperature,map,4302666,Body temperature,SNOMED,386725007,exactMatch,0.9,Measurement,,,,Body temperature measured post-OrganOx perfusion.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10752,Level 3 Cognitive Assistance,map,4167597,Allen cognitive level screening tool,SNOMED,273267004,narrowMatch,0.85,Measurement,,,,Allen Cognitive Level Screen level 3 score; assesses cognitive functioning for OT treatment planning.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10753,Level 4 Cognitive Assistance,map,4167597,Allen cognitive level screening tool,SNOMED,273267004,narrowMatch,0.85,Measurement,,,,Allen Cognitive Level Screen level 4 score; assesses cognitive functioning for OT treatment planning.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
10754,Level 5 Cognitive Assistance,map,4167597,Allen cognitive level screening tool,SNOMED,273267004,narrowMatch,0.85,Measurement,,,,Allen Cognitive Level Screen level 5 score; assesses cognitive functioning for OT treatment planning.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
